Nr,Locus,Segregation,Phase,Classification,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
29,pPt-653975,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,--,np,nn,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,--,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np
30,pPt-473160,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np
31,pPt-654743,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,--,np,nn,np,np,nn,nn,nn,nn,--,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,np,--,nn,np,nn,nn,nn,nn,np,--,--,nn,--,--,--,--
32,stsnp_c1_2517,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,--,--,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,--,--,nn,--,--,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,np
33,pPt-538971,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,--,nn,nn,np,np,np,nn,nn,nn,np,np,--,np,nn,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,np
34,stsnp_c1_3297,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,np,np,np,nn,--,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,np,nn,nn,--,nn,--,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np
35,pPt-459291,<nnxnp>,{-0},"(nn,np)",np,nn,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np
36,PM1293_156,<nnxnp>,{-0},"(nn,np)",np,np,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np
37,PM1360_137,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np
38,PM1368_151,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np
39,stsnp_c1_9122,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,--,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np
40,toPt-441199,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,--,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,--,nn,np,nn,np,np,nn,--,np,--,nn,nn,nn,np,--,--,nn,np,nn,np,np,np,np,--,np,nn,nn,nn,np,nn,np,--,--,--,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,--,--,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,--,--,nn,np,np,--,np,nn,np,np,np,np,--,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
41,pPt-654285,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
42,pPt-654515,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,--,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
43,pPt-472525,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,--,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,--,nn,nn,np,nn,nn,np
44,pPt-537723,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,--,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
45,pPt-472164,<nnxnp>,{-0},"(nn,np)",np,np,np,--,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,--,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,--,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
46,pPt-652662,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
47,toPt-439000,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,--,np,np,np,np,nn,np,nn,--,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
48,toPt-438463,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,--,np,np,np,np,nn,np,nn,--,--,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
49,stsnp_c1_9732,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,--,--,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,--,nn,--,--,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
50,toPt-763687,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,--,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
51,toPt-439754,<nnxnp>,{-0},"(nn,np)",np,np,np,--,np,--,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,--,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,--,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,--,--,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,--,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
52,stsnp_c1_9725,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,--,--,np,np,nn,--,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,--,nn,--,--,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
53,toPt-438472,<nnxnp>,{-0},"(nn,np)",np,np,np,--,np,nn,np,np,nn,nn,--,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,--,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,--,--,np,nn,nn,nn,nn,np,nn,nn,nn,np,--,np,np,np,np,nn,np,nn,--,np,np,nn,np,nn,nn,--,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
54,toPt-763794,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,np,np,np,np,nn,--,--,np,nn,nn,nn,np,np,np,np,--,np,nn,nn,np,nn,nn,nn,--,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,--,np,--,nn,np,nn,nn,nn,--,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
55,stsnp_c1_15404,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,--,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,--,nn,nn,--,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
56,stsnp_c1_13468,<nnxnp>,{-0},"(nn,np)",np,np,np,--,np,nn,np,nn,nn,nn,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,--,--,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,--,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,--,--,nn,--,--,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np
